,0,length
2570,"[1, 163, 422, 6, 2, 356, 8, 106, 2, 471, 1419, 9, 210, 6, 1694, 5, 12, 961, 178, 145, 8, 4, 504, 54, 1072, 2764, 16, 2510, 5, 2, 18, 4, 1158, 330, 10, 10, 447, 12]",38
2571,"[1, 14, 65, 2, 4, 2200, 7, 2, 86, 5110, 5, 27, 2048, 8, 2, 4, 3806, 16, 4, 91, 3269, 20, 365, 11, 1619, 479, 10, 10, 45, 290, 175, 5534, 2009, 6203, 627, 6, 8879, 603, 5, 1339, 105, 97, 14, 31, 7, 4, 1885, 7445, 126, 276, 23, 22, 2189, 42, 900, 591, 81, 24, 717, 4, 1434, 8, 67, 14, 23, 4, 194, 268]",68
2572,"[1, 13, 510, 14, 22, 63, 13, 197, 16, 73, 398, 5, 917, 10, 10, 50, 16, 958, 7, 1285, 5, 6, 197, 2908, 769, 6, 2272, 5, 737, 585, 19, 35, 921, 277, 52, 253]",36
2573,"[1, 434, 35, 3813, 2, 1072, 1309, 11, 6, 6922, 96, 5, 2, 11, 220, 101, 1161, 304, 273, 11, 6, 4552, 7835, 34, 6, 384, 5, 2, 2, 2, 4, 4552, 42, 33, 222, 51, 75, 7263, 7, 4, 4669, 5061, 186, 4170, 2, 10, 10, 6, 171, 5818, 50, 39, 4, 4, 2, 2862, 543, 10, 10, 35, 12, 35, 9865, 683, 12, 6, 2, 64, 81, 24, 683, 12, 6, 9108, 10, 10, 88, 899, 9090, 5, 279, 18, 85, 1007, 17, 73, 13, 80, 763, 15, 14, 1072, 9, 4, 157, 7, 4, 87, 723]",99
2574,"[1, 14, 22, 215, 28, 224, 73, 11, 4, 953, 1052, 11, 661, 8, 202, 2, 4, 352, 12, 1015, 14, 22, 69, 57, 352, 887, 6, 229, 9177, 5, 6, 128, 277, 50, 9, 6527, 7, 3499, 11, 14, 20, 4, 2074, 1365, 136, 2967, 1953, 4, 384, 1692, 5, 27, 8996, 19, 27, 846, 25, 70, 376, 2967, 9, 6, 2, 5, 24, 6, 284, 14, 20, 287, 51, 2, 62, 30, 40, 2, 118, 22, 99, 78, 14, 22, 122, 24, 28, 4, 172, 7153, 5, 16, 224, 23, 4, 3409, 470, 158]",96
2575,"[1, 4, 875, 7, 14, 20, 9, 1193, 89, 100, 49, 900, 1089, 1736, 254, 780, 5, 4829, 428, 1694, 4, 2174, 5353, 38, 2, 18, 38, 196, 10, 10, 4, 20, 2757, 14, 888, 5, 82, 2568, 89, 49, 26, 2546, 11, 6, 1123, 96]",46
2576,"[1, 2536, 2, 19, 2, 4761, 200, 139, 5, 2, 2342, 2120, 3443, 6, 176, 7, 5063, 8, 870, 143, 5, 80, 242, 471, 125, 91, 797, 21, 4, 414, 2666, 2789, 283, 5, 914, 37, 9889, 27, 648, 11, 220, 175, 136, 82, 408, 35, 1254, 1078, 239, 6, 2, 8, 30, 252, 21, 4, 53, 4906, 1157, 93, 107, 153, 303, 9, 6, 3777, 1491, 930, 13, 1467, 25, 106, 15, 305, 300, 241]",76
2577,"[1, 48, 2, 2, 5, 308, 2219, 1173, 141, 1020, 156, 14, 22, 62, 242, 30, 60, 433, 74, 12, 165, 9, 4, 65, 7, 107, 2985, 4014, 84, 37, 809, 11, 119, 5, 28, 6, 896, 9, 35, 221, 31, 5, 73, 290, 5885, 190, 23, 4, 1566, 499, 4, 114, 461, 3437, 120, 4, 350, 17, 4, 65, 4608, 5, 4, 228, 2837, 53, 5, 53, 1162, 38, 15, 34, 4, 130, 13, 258, 546, 1104, 54, 13, 124, 4, 167, 1436, 18, 72, 8, 30, 2578]",89
2578,"[1, 6, 65, 7, 119, 200, 107, 84, 33, 4, 130, 7, 3018, 1293, 814, 55, 731, 5, 246, 247, 2, 9108, 7, 8178, 119, 5, 325, 15, 62, 24, 130, 48, 25, 181, 654, 4161, 92, 106, 102]",39
2579,"[1, 6, 478, 239, 34, 2, 5, 6, 4796, 31, 34, 1560, 2, 2, 2, 14, 787, 7, 4021, 1762, 5, 9008, 11, 2323, 4, 157, 7, 4, 107, 485, 3185, 9, 3347, 1302, 1596, 5, 4387, 2940, 4, 229, 9, 4042, 9895, 5, 2, 5, 4, 444, 962, 889, 31, 19, 6, 2, 1103, 131, 148, 37, 70, 1144, 478, 489, 116, 80, 30, 502, 8, 2, 4, 8224, 157, 7, 4, 832, 11, 14, 400, 878, 22, 1311, 7, 2, 364, 113, 10, 10]",86
2580,"[1, 13, 92, 124, 138, 13, 60, 296, 14, 22, 13, 104, 12, 16, 88, 13, 423, 4, 326, 7, 4, 1385, 5, 16, 1383, 4, 22, 62, 30, 17, 52, 55, 357, 5, 1149]",35
2581,"[1, 4, 20, 1077, 2, 15, 100, 30, 2, 39, 858, 366, 465, 7170, 6, 76, 128, 20, 34, 2, 185, 1184, 5860, 6368, 351, 1295, 9, 6, 6521, 2, 50, 9, 164, 162, 133, 4, 1599, 3258, 11, 4, 4217, 4, 78, 349, 1786, 12, 4, 78, 232, 6930, 17, 6, 52, 232, 4, 2, 151, 47, 2, 5860, 6368, 426, 67, 4, 506, 11, 2, 566, 1128, 21, 199, 537, 2, 23, 4, 2, 121, 858, 366, 465, 2171, 56, 3809, 836, 351, 1295, 1625, 25, 482, 4, 3746, 4, 65, 112, 141, 6, 4375]",97
2582,"[1, 608, 14, 331, 9, 4, 249, 20, 126, 93, 810, 527, 116, 732, 5, 228, 608, 285, 1870, 11, 14, 20, 13, 220, 2738, 4, 318, 302, 26, 87, 82, 38, 48, 25, 40, 78, 102, 106, 14, 12, 70, 1348, 97, 25, 462]",45
2583,"[1, 5036, 250, 8732, 5622, 2, 611, 5, 16, 35, 1355, 310, 7, 6548, 5, 6339, 12, 9, 6, 3777, 463, 7, 35, 1355, 1629, 356, 5622, 1935, 8657, 2, 5, 2870, 2933, 32, 28, 530, 5665, 11, 14, 20, 21, 12, 80, 115, 350, 702, 211, 33, 2, 312, 17, 4, 2095, 1355, 1629, 509, 88, 48, 12, 1173, 18, 702, 211, 95, 4, 1355, 2248, 7, 1629, 1554, 62, 43, 30, 6, 194, 2479, 8, 4, 419, 198, 18, 252]",82
2584,"[1, 13, 28, 8, 2, 39, 4, 85, 795, 5618, 8446, 2, 163, 388, 50, 26, 6, 176, 7, 156, 269, 99, 254, 8, 30, 163, 4, 8869, 287, 13, 296, 14, 19, 107, 369, 23, 160, 5766, 5492, 600, 7, 178, 71, 5908]",44
2585,"[1, 39, 6, 1248, 8456, 754, 285, 11, 14, 20, 9, 4822, 1863, 724, 15, 12, 9, 35, 8483, 65, 15, 889, 25, 4339, 33, 4, 130, 21, 179, 1264, 25, 562, 4, 58, 8, 106]",36
2586,"[1, 19, 51, 36, 69, 308, 5, 2, 71, 55, 1955, 38, 4, 927, 69, 8, 276, 295, 51, 36, 100, 13, 66, 423, 852, 2, 17, 2, 21, 2, 544, 2, 23, 61, 6293, 59, 144, 28, 343, 41, 1988, 544, 13, 62, 28, 5947, 15, 4, 226, 20, 1152, 23, 308, 5, 2, 305, 7, 2, 538, 75, 460, 124, 44, 308]",64
2587,"[1, 9815, 5, 576, 364, 352, 920, 924, 209, 101, 1382, 5, 1271, 60, 4, 139, 2472, 19, 4, 809, 7, 4, 2, 26, 2586, 39, 85, 102, 19, 4, 172, 114, 45, 43, 6, 78, 1677, 125, 7, 2, 19, 5, 933, 1488, 19, 2021, 2831, 443, 4675, 186, 8, 30, 7067, 8, 6653, 245, 39, 14, 1149, 5, 753, 920, 924, 3198, 10, 10, 13, 202, 14, 6, 241, 107, 5, 92, 135, 146, 24, 6, 52, 232]",80
2588,"[1, 6, 1301, 20, 12, 9, 368, 7, 1438, 5, 389, 116, 13, 100, 28, 1829, 143, 12, 6, 333, 58]",21
2589,"[1, 260, 1452, 11, 3023, 2, 1088, 2064, 39, 11, 4, 1696, 5974, 13, 16, 4511, 8, 67, 14, 22, 12, 778, 2, 195, 19, 49, 3903, 1897, 7, 4, 1234, 5, 8828, 7, 1206, 1657, 113, 21, 1808, 5805, 684, 16, 24, 1500, 19, 6, 364, 1317, 1483, 15, 62, 28, 77, 3345, 348, 4, 273, 5, 4, 84, 305, 29, 4319, 576, 2625, 486, 5, 49, 5261, 4650, 6775, 2467, 791, 261, 50, 9, 6, 52, 20, 8, 30, 93, 44, 14, 2201, 1859, 5425, 7, 4, 1206, 590, 14, 9, 24, 12]",95
2590,"[1, 13, 197, 2, 2564, 4, 91, 357, 5, 7682, 2873, 277, 11, 20, 479, 21, 7, 265, 13, 16, 355, 13, 69, 57, 15, 14, 20, 16, 170, 8, 30, 52, 472, 12, 16, 433, 74, 13, 873, 4, 249, 173, 9, 15, 4, 578, 277, 9, 38, 647, 5, 527, 15, 25, 191, 264, 12, 366, 12, 165, 571]",61
2591,"[1, 14, 22, 16, 78, 16, 12, 981, 8, 30, 6, 212, 17, 13, 426, 339, 1104, 4, 226, 96, 143, 12, 51, 6, 437, 7, 107, 634, 2597, 3294, 16, 1639, 24, 15, 29, 16, 584, 316, 334, 16, 43, 17, 78, 5, 89, 3226, 16, 4220, 4367]",49
2592,"[1, 2, 16, 1350, 8, 870, 143, 261, 6534, 2, 127, 6, 52, 292, 19, 4, 1185, 2675, 229, 745, 8291, 5, 2, 217, 9, 1770, 4, 6732, 7, 58, 47, 24, 1899, 4, 109, 7, 2, 17, 73, 17, 85, 4346, 5, 1736, 9024, 73, 261, 4, 20, 9, 643, 2, 23, 4, 555, 7, 372, 5, 4, 2, 7, 2174, 1531, 4, 802, 9, 262, 815, 14, 9, 209, 6, 824, 4, 249, 7, 32, 4, 118, 1268]",80
2593,"[1, 6, 668, 1233, 1002, 37, 16, 2, 46, 7, 4, 1147, 18, 2, 5, 37, 100, 242, 1559, 3447, 8523, 11, 6, 548, 6236, 765, 46, 17, 6, 1955, 8244, 41, 86, 8603, 9, 6, 3545, 6377, 552, 12, 304, 320, 4, 20, 18, 41, 8, 79, 4365, 125, 4, 1147, 11, 4, 86, 273, 775, 7, 87, 548, 3822, 21, 4, 114, 9, 3481, 34, 4, 1396, 5, 4, 116, 9, 17, 1639, 17, 4, 414, 202, 14, 31, 6, 717]",83
2594,"[1, 14, 16, 4, 249, 2, 11, 479, 4, 64, 52, 4259, 71, 6962, 2, 1918, 2, 2, 5, 4, 4349, 425, 1014, 200, 4, 698, 5, 4, 925, 768, 14, 31, 2, 23, 356, 285, 334, 16, 345, 338, 42, 373, 4, 326, 7, 260, 289, 3232, 4803, 16, 1744, 1499, 5, 4621, 56, 4, 2, 7, 4, 123, 4, 4417, 5540, 71, 394, 23, 1702, 262, 2787, 5563, 592, 10, 10, 48, 335, 928, 11, 4, 1696, 1355, 2, 335, 128, 2753, 42, 2644, 2, 342, 42, 43, 44, 101, 85, 2, 18, 15, 551]",97
2595,"[1, 637, 135, 12, 174, 31, 7, 4, 249, 108, 126, 93, 5, 12, 16, 93, 34, 4, 167, 15, 93, 31, 7, 61, 91, 514, 108, 2, 13, 16, 2, 8, 67, 12, 188, 6, 1242, 7, 120, 1446, 14, 20, 1870, 12, 610, 394, 12, 610, 40, 12, 16, 324, 11, 3070, 504, 5, 2, 7768, 77, 2765, 54, 29, 526, 14, 7135, 161, 81, 233, 43, 1044, 394, 4458, 3809, 5, 242, 4, 64, 2, 11, 2, 6541, 611, 10, 10, 300, 158]",86
2596,"[1, 14, 20, 9, 141, 6, 478, 463, 7, 4, 5058, 15, 9, 1355, 722, 449, 92, 79, 72, 355, 91, 7, 4, 228, 145, 95, 2067, 13, 64, 126, 423, 4, 2639, 4753, 39, 4, 2084, 4753, 15, 69, 49, 4668, 859, 15, 6604, 9683, 595, 5, 32, 15, 2, 9, 527, 5, 13, 181, 8, 2, 1244, 21, 4, 102, 39, 4, 1355, 26, 4, 118, 36, 71, 32, 44, 1835, 5, 43, 260, 6, 52, 58, 14, 20, 2, 15, 1073, 79, 1298, 79, 2984]",88
2597,"[1, 6, 1038, 4554, 2, 8, 871, 1595, 7, 4566, 2, 14, 22, 3465, 23, 5, 23, 2036, 2, 129, 602, 64, 8, 276, 25, 143, 53, 5, 578, 21, 2, 3701, 114, 757, 10, 10, 12, 203, 1029, 17, 2, 234, 21, 764, 40, 289, 634, 7, 2149, 1053, 58]",51
2598,"[1, 3795, 132, 14, 20, 16, 163, 17, 609, 246, 680, 13, 40, 89, 36, 828, 4, 2, 1101, 11, 14, 20, 12, 43, 421, 2954, 88, 7, 89, 3192, 4, 20, 66, 16, 14, 20, 47, 188, 8, 30, 31, 7, 2, 118, 102, 545, 1178, 18, 49, 4271, 253]",51
2599,"[1, 13, 69, 57, 1398, 54, 319, 4, 20, 88, 13, 16, 319, 12, 19, 6, 762, 7, 369, 5, 69, 57, 326, 51, 12, 16, 49, 531, 71, 710, 5, 49, 531, 71, 835, 21, 444, 4, 20, 16, 290, 149, 13, 40, 2, 267, 372, 14, 20, 47, 958, 7, 12, 4, 2, 81, 168, 66, 835, 151]",60
2600,"[1, 333, 876, 80, 24, 140, 180, 17, 31, 7, 4, 249, 248, 102, 7, 3831, 21, 382, 4, 249, 7, 32, 58, 4377, 6277, 5, 175, 239, 2, 11, 39, 230, 230, 245, 316, 3445, 19, 14, 1187, 144, 28, 6, 254, 58, 267, 11, 4, 2915]",48
2601,"[1, 2064, 2, 381, 17, 2, 6, 2, 2, 632, 37, 3877, 6, 3189, 4, 6098, 3801, 215, 81, 985, 19, 35, 445, 232, 11, 6, 6422, 5764, 5, 2910, 4, 703, 39, 4, 2, 6, 432, 7, 5243, 8885, 2165, 106, 3280, 18, 4687, 2, 5, 7507, 4134, 736, 1067, 750, 5083, 93, 253, 7, 12, 467, 4, 425, 4501, 2]",62
2602,"[1, 1932, 357, 1932, 2742, 1932, 4333, 14, 286, 527, 21, 24, 99, 52, 225, 6, 52, 948, 227, 54, 4, 6116, 266, 8, 113, 151, 4135, 8, 14, 136, 24, 76, 571, 5, 4, 20, 43, 764, 432, 7, 2, 13, 16, 654, 54, 12, 1054, 5, 92, 264, 233, 44, 14, 112, 6, 283, 65, 55, 770, 14, 9, 2, 187, 1086]",64
2603,"[1, 35, 427, 2526, 1253, 7, 4, 389, 2843, 274, 2625, 5, 4650, 486, 49, 629, 531, 5, 6, 6853, 499, 65, 44, 4, 9484, 1432, 1786, 8, 2222, 4, 430, 245, 8, 1248, 396, 8, 79, 90, 46, 7, 4, 96, 166, 14, 484, 4650, 18, 4, 362, 37, 80, 91, 1329, 181, 8, 67, 12, 88, 7, 4, 274, 342, 709, 2, 6795, 92, 437, 129, 278, 129, 58, 42, 129, 52, 8407]",75
2604,"[1, 13, 69, 110, 14, 20, 54, 13, 16, 6, 430, 159, 3018, 5, 16, 770, 15, 4, 719, 3323, 69, 6, 1039, 219, 12, 174, 103, 49, 9514, 153, 5, 2738, 89, 78, 12, 16, 14, 9, 35, 463, 7, 6, 20, 15, 16, 24, 6, 6, 20, 57, 802, 338, 229, 815, 116, 5, 24, 76, 940, 144, 24, 60, 30, 17, 312, 17, 6, 503, 69, 6, 462, 33, 89, 6650, 207, 413, 120, 4, 153, 186, 8, 72, 13, 197, 12, 16, 52, 54, 13, 1822, 219, 12]",92
2605,"[1, 14, 20, 9, 2, 6, 189, 20, 5, 48, 25, 81, 24, 79, 1765, 74, 25, 215, 24, 30, 149, 14, 20, 12, 495, 23, 4, 154, 3362, 21, 2884, 142, 162, 83, 4, 1493, 14, 20, 9767, 5, 1129, 5, 5932, 746, 129, 330, 4, 20, 47, 6, 213, 8, 12, 1025, 85, 189, 102, 106, 12, 18, 6, 3974, 5, 1465, 8, 129, 1510]",67
2606,"[1, 24, 4, 1529, 20, 126, 21, 13, 28, 8, 106, 14, 22, 33, 222, 280, 6, 291, 43, 38, 13, 70, 809, 11, 119, 19, 2861, 2820, 32, 120, 174, 59, 115, 610, 128, 74, 59, 122, 11, 14, 22, 34, 4, 96, 4, 65, 9, 52, 99]",49
2607,"[1, 14, 16, 6, 619, 437, 7, 107, 141, 2428, 156, 1378, 2, 109, 16, 5312, 39, 4, 380, 5, 115, 93, 35, 4893, 51, 122, 59, 67, 11, 90, 29, 16, 1713, 243, 115, 9610, 18, 51, 29, 127, 28, 5, 6, 8275, 1345, 14, 31, 34, 23, 4, 8916, 490, 30, 1264, 25, 122]",56
2608,"[1, 6, 647, 913, 917, 2387, 3061, 2, 1687, 3201, 39, 2, 2, 525, 10, 10, 427, 164, 290, 2, 133, 572, 78, 26, 2597, 3294, 4, 228, 603, 136, 8830, 525, 35, 2268, 365, 10, 10, 1400, 36, 144, 990, 25, 18, 149, 14, 31]",46
2609,"[1, 261, 1079, 19, 1168, 2431, 14, 22, 9, 11, 6, 2756, 7, 94, 205, 270, 11, 1208, 7356, 1450, 14, 22, 9, 44, 1601, 1651, 18, 4098, 29, 47, 416, 27, 1256, 8, 1128, 5, 50, 9, 6, 1739, 2, 7, 372, 2, 8551]",45
2610,"[1, 14, 47, 8, 30, 61, 2523, 1742, 13, 244, 6, 666, 337, 7, 1355, 102, 15, 71, 2429, 8, 2836, 5, 36, 161, 459, 48, 36, 4154, 259, 14, 847, 47, 57, 3549, 24, 2327, 57, 933, 197, 2908, 139, 43, 1044, 154, 1170, 362, 260, 253, 5, 48, 6, 171, 3507, 28, 8, 30, 617, 95, 38, 30, 12, 14, 20, 9, 18, 54, 25, 43, 181, 8, 5206, 5, 24, 104, 2, 1080, 1006]",77
2611,"[1, 35, 298, 1985, 11, 1316, 69, 49, 163, 531, 21, 14, 31, 218, 38, 52, 4, 1222, 6686, 26, 43, 373, 4, 1971, 9, 32, 125, 45, 40, 319, 98, 143, 6, 2, 2915, 4, 927, 1491, 23, 4, 3681, 7, 111, 7, 68, 1994, 298, 430, 560, 8, 2, 250, 9, 50, 6, 187, 133, 305, 7, 43, 1200, 12, 33, 15, 36, 28, 8, 28, 4, 250, 8647, 5, 8261, 14, 9, 1450]",76
2612,"[1, 6853, 2228, 1157, 299, 40, 6, 78, 5, 7082, 341, 657, 7665, 21, 4, 1558, 5, 2, 166, 1394, 6182, 168, 40, 1540, 2792, 19, 41, 239, 17, 18, 2, 3005, 458, 54, 6, 22, 9, 38, 6031, 995, 5, 1685, 2403, 45, 254, 18, 4, 529, 8, 990, 692, 8, 141, 1373]",54
2613,"[1, 2, 39, 1827, 9, 6, 641, 212, 15, 1077, 9841, 7, 406, 2, 8, 2836, 4, 311, 469, 4, 22, 50, 9, 4, 6615, 15, 4187, 80, 2558, 11, 257, 904, 4, 959, 9, 15, 4, 20, 9676, 659, 309, 765, 1266, 19, 14, 710, 7841, 23, 27, 41, 393, 2470, 11, 27, 41, 483, 5, 312, 1398, 18, 406, 243, 149, 14, 20, 16, 6, 91, 2211, 585, 13, 62, 5578, 8, 135, 5037, 585, 21, 49, 62, 135, 15, 934, 2031]",84
2614,"[1, 1318, 138, 713, 53, 698, 102, 40, 14, 87, 2657, 7, 6732, 278, 19, 6, 194, 483, 5, 49, 759, 46, 354, 4, 212, 9, 2812, 5, 204, 5, 4, 554, 9, 66, 87, 31, 8, 2335, 180, 5, 106, 168, 46, 18, 12, 747, 46, 7, 747]",49
2615,"[1, 427, 527, 20, 24, 6, 78, 114, 1120, 21, 2142, 2357, 1591, 769, 78, 229, 38, 2, 12, 152, 60, 7397, 18, 2723, 14, 9, 4, 243, 7, 20, 15, 408, 920, 924, 6, 78, 403]",37
2616,"[1, 308, 47, 93, 107, 31, 132, 287, 1604, 2, 5, 5546, 5, 1082, 31, 47, 617, 56, 23, 288, 308, 138, 81, 25, 14, 8, 72, 308, 276, 12, 23, 288, 308, 38, 4, 84, 70, 67, 36, 359, 8, 67, 308, 1095, 43, 11, 420, 2, 1895, 6, 2, 2]",52
2617,"[1, 14, 9, 6, 87, 20, 18, 32, 7184, 2, 451, 14, 20, 47, 6, 87, 177, 7, 185, 156, 6, 604, 7, 2521, 1197, 8, 2098, 6, 1982, 8, 79, 49, 1605, 2208, 21, 32, 271, 355, 54, 6, 2513, 214, 324, 5, 36, 193, 2]",47
2618,"[1, 2967, 3622, 381, 17, 35, 8678, 1002, 37, 9, 103, 6, 823, 1410, 2844, 3689, 17, 4, 312, 1866, 683, 250, 29, 734, 18, 2967, 127, 73, 11, 14, 217, 5, 13, 104, 29, 2533, 224, 73, 11, 53, 555, 40, 14, 10, 10, 2844, 3689, 9, 307, 5, 1279, 11, 41, 173, 52, 1794, 5, 65, 21, 142, 9, 1012, 11, 4, 2, 23, 6, 2407, 7, 31, 8, 747, 693]",73
2619,"[1, 6, 2860, 5, 2207, 787, 7, 6, 378, 2, 6, 9817, 673, 1122, 1662, 137, 131, 2, 4, 1937, 7, 68, 185, 492, 4, 4620, 1349, 186, 8, 30, 23, 4, 3339, 688, 8, 4, 519, 1704, 15, 562, 4, 113, 7, 68, 492, 5, 317, 68, 577, 2034, 725, 656, 2, 7, 4, 1662, 18, 6, 705, 6388, 6, 4251, 3810, 5, 2, 1664, 2010, 1585, 39, 4, 2, 7, 4, 2, 1117, 1662, 184, 2207, 19, 87, 189, 841, 5, 49, 861, 7952, 1184, 4125, 7731, 2197, 2, 2875, 5, 2]",94
2620,"[1, 48, 25, 181, 8, 67, 6, 22, 19, 57, 1865, 541, 383, 5763, 1612, 84, 632, 78, 493, 539, 42, 60, 4116, 119, 715, 5, 25, 181, 8, 67, 6, 22, 11, 63, 175, 324, 47, 4, 1217, 7, 119, 14, 31, 9, 6, 215, 67, 22, 18, 72, 207, 77, 1064, 18, 6, 22, 40, 14, 32, 7, 61, 113]",62
2621,"[1, 209, 824, 14, 9, 4, 249, 20, 207, 126, 110, 10, 10, 338, 116, 338, 229, 338, 458, 5, 338, 365, 10, 10, 138, 122, 36, 60, 1414, 14, 436, 20, 16, 964, 1835, 5488, 7, 2793, 70, 64, 1671, 38, 230, 21, 14, 6961, 4, 4317, 340, 10, 10, 18, 6, 20, 19, 57, 1285, 1500, 4, 311, 1498, 2, 400]",63
2622,"[1, 1367, 1361, 4, 20, 9, 6, 52, 206, 212, 21, 13, 92, 124, 48, 4, 167, 605, 99, 111, 531, 21, 12, 186, 15, 4, 78, 232, 783, 99, 702, 4, 130, 7, 4, 20, 216, 4, 78, 232, 1442, 5, 198, 12, 10, 10, 4, 318, 302, 26, 52, 5, 13, 92, 2598, 2648, 8, 67, 12, 33, 4, 1716]",62
2623,"[1, 75, 131, 66, 119, 4, 20, 5, 816, 5036, 250, 13, 28, 6430, 12, 23, 374, 18, 2, 5, 4362, 46, 4, 204, 816, 13, 28, 450, 369, 19, 937, 13, 79, 295, 5, 75, 28, 1355, 2, 4807, 121, 75, 79, 295, 5, 297, 1355, 228, 5, 521, 5036, 250, 23, 4, 194, 268, 5, 1106, 32, 11, 263, 5634, 150, 75, 28, 35, 1190, 58, 10, 10, 45, 32, 11, 52, 253, 40, 4534, 124]",78
2624,"[1, 14, 20, 9, 31, 7, 4, 2, 5111, 7, 6, 2726, 274, 15, 207, 110, 1560, 2, 667, 9, 6, 777, 274, 15, 13, 104, 9, 35, 1339, 332, 18, 101, 506, 13, 191, 202, 4, 172, 2, 8, 14, 20]",42
2625,"[1, 14, 9, 6, 1257, 20, 52, 18, 31, 125, 829, 4, 114, 410, 9, 1018, 73, 952, 18, 6, 431, 7, 14, 243, 63, 9, 6, 2, 866, 17, 9, 4, 116, 63, 261, 6, 117, 5598, 9, 128, 74, 1280, 18, 134, 2110, 7, 509, 10, 10, 4, 2, 2, 26, 642, 6, 2, 1463, 5, 6, 5845, 2, 2, 2, 508, 2, 2, 23, 6, 227, 7, 5920, 10, 10, 407, 8, 106, 280, 18, 2, 722, 1107, 10, 10, 457, 158]",85
2626,"[1, 4, 20, 304, 273, 315, 4, 291, 5884, 5, 4, 785, 26, 44, 8, 1888, 4, 325, 10, 10, 4, 20, 1687, 32, 3894, 212, 731, 588, 5, 479, 12, 9, 2, 4, 1379, 173, 203, 30, 24, 17, 2, 17, 4, 360, 10, 10, 12, 9, 24, 190, 6, 194, 462, 20, 21, 4, 2552, 1058, 1826]",59
2627,"[1, 48, 25, 26, 11, 1787, 7, 6, 2, 3974, 851, 14, 20, 5, 123, 12, 8, 6, 604, 7, 129, 369, 8088, 14, 20, 9, 43, 1707, 835, 21, 50, 24, 340, 209, 1107, 4, 1420, 7881, 26, 327, 5, 50, 9, 31, 2, 341, 15, 9, 163, 17, 609, 85, 74, 15, 14, 9, 730, 1244, 21, 12, 9, 131, 128, 74, 2671, 42]",66
2628,"[1, 33, 31, 213, 11, 14, 437, 7, 4065, 1394, 837, 17, 49, 432, 7, 981, 8, 30, 163, 6537, 78, 232, 560, 48, 13, 69, 35, 2, 474, 2, 546, 10, 10, 179]",34
2629,"[1, 6, 194, 437, 7, 58, 9, 32, 490, 79, 46, 7, 14, 3119, 13, 1610, 14, 1383, 18, 6, 2570, 20, 19, 279, 6, 171, 867, 139, 21, 430, 16, 13, 126, 2, 13, 104, 4, 425, 5463, 77, 7793, 7218, 42, 142, 8, 15, 962, 73, 553, 789, 4, 609, 245, 39, 14, 22, 12, 2, 25, 8, 341, 92, 30, 1595, 7, 194, 2020, 30, 1595, 7, 14, 595]",72
2630,"[1, 308, 2, 31, 132, 123, 9, 199, 2805, 5, 53, 1237, 74, 91, 102, 490, 67, 6, 612, 7, 5363, 141, 17, 6444, 2, 26, 343, 8, 6802, 4, 65, 21, 14, 9, 2027, 52, 154, 3357, 239, 498, 11, 843, 808, 46, 27, 642, 4643, 7, 13, 80, 2007, 545, 1178]",53
2631,"[1, 14, 20, 179, 1227, 127, 24, 28, 31, 1653, 792, 4, 105, 26, 31, 2044, 7003, 966, 9975, 5, 379, 4, 229, 272, 17, 48, 12, 16, 2, 295, 39, 1245, 85, 102, 4, 116, 9, 527, 5, 49, 7, 4, 2, 2, 1285, 93, 72, 235, 2, 10, 10, 902, 23, 25, 5656, 18, 536, 101, 7, 14, 62, 30, 163, 42, 221, 10, 10, 4, 249, 20, 207, 110, 11, 450, 153]",75
2632,"[1, 87, 65, 87, 228, 6, 5761, 119, 65, 198, 307, 8, 106, 5, 1917, 8, 1632, 8, 99, 78, 50, 9, 57, 816, 4527]",25
2633,"[1, 14, 9, 35, 966, 1444, 65, 579, 19, 87, 4678, 5, 1698, 4, 65, 410, 9, 4, 3258, 7, 4, 22, 261, 4, 1385, 9, 307, 4, 116, 9, 4638, 60, 3559, 38, 18, 4, 105, 533, 216, 143, 11, 32, 7, 68, 4073, 4678, 10, 10, 14, 418, 7, 498, 80, 1329, 24, 30, 2525, 34, 148, 37, 650, 102, 9386, 209, 688, 692, 12, 304, 157, 8, 30, 839, 83, 4, 65, 21, 280, 25, 413, 574, 4, 9, 601]",83
2634,"[1, 6, 777, 22, 1890, 87, 6888, 676, 167, 951, 3343, 19, 4, 4616, 2, 4952, 875, 551, 11, 6, 96, 63, 16, 1984, 5, 2434, 407, 4, 2468, 7, 4, 3076, 2, 1966, 22, 1413, 2435, 22, 2496, 1284, 2, 16, 17, 210, 2726, 11, 4, 217, 7, 2, 2, 2489, 5, 162, 676, 2312, 2, 520, 6, 239, 63, 80, 28, 84, 660, 25, 124, 8053, 2, 2, 1246, 79, 46, 5, 67, 14, 20]",77
2635,"[1, 14, 144, 28, 77, 6, 346, 22, 164, 53, 4, 1615, 7, 300, 457, 634, 9, 76, 99, 196, 88, 103, 158, 234, 25, 28, 110, 220, 175, 975, 45, 397, 53, 5, 53, 23, 129, 6293, 2, 25, 417, 1968, 46, 129, 1224, 8, 4325, 15, 20, 10, 10, 8, 81, 624, 6, 2077, 92, 760, 8, 67, 15, 20]",62
2636,"[1, 50, 16, 427, 164, 11, 14, 22, 15, 1869, 77, 224, 128, 11, 6, 3139, 85, 108, 12, 16, 1201, 290, 4, 1113, 7, 149, 143, 8, 4, 130, 60, 4, 78, 1101, 2774, 1458, 827, 2, 6, 55, 478, 284, 16, 572, 1332, 133]",46
